Abbrev,CountryName,ElementName,Year,Evenness
Ireland,Ireland,Food Weight,1987,0.661156047
Israel,Israel,Food Weight,1987,0.747636458
Italy,Italy,Food Weight,1987,0.69546418
Jamaica,Jamaica,Food Weight,1987,0.783310618
Japan,Japan,Food Weight,1987,0.723439846
Jordan,Jordan,Food Weight,1987,0.666716825
Kenya,Kenya,Food Weight,1987,0.686241654
Kiribati,Kiribati,Food Weight,1987,0.677195729
Kuwait,Kuwait,Food Weight,1987,0.750750156
Lao People's Democratic Republic,Laos,Food Weight,1987,0.547460913
Lebanon,Lebanon,Food Weight,1987,0.721148167
Lesotho,Lesotho,Food Weight,1987,0.621112797
Liberia,Liberia,Food Weight,1987,0.577889538
Libya,Libya,Food Weight,1987,0.667524456
Madagascar,Madagascar,Food Weight,1987,0.612854945
Malawi,Malawi,Food Weight,1987,0.635327013
Malaysia,Malaysia,Food Weight,1987,0.698671598
Maldives,Maldives,Food Weight,1987,0.768602278
Mali,Mali,Food Weight,1987,0.659380987
Malta,Malta,Food Weight,1987,0.695759067
Mauritania,Mauritania,Food Weight,1987,0.648614239
Mauritius,Mauritius,Food Weight,1987,0.653023519
Mexico,Mexico,Food Weight,1987,0.683835027
Mongolia,Mongolia,Food Weight,1987,0.576491863
Morocco,Morocco,Food Weight,1987,0.611053261
Mozambique,Mozambique,Food Weight,1987,0.458774138
Myanmar,Myanmar,Food Weight,1987,0.519467063
Namibia,Namibia,Food Weight,1987,0.809584663
Nepal,Nepal,Food Weight,1987,0.662650064
Netherlands,Netherlands,Food Weight,1987,0.712550328
New Caledonia,New Caledon.,Food Weight,1987,0.796634946
New Zealand,New Zealand,Food Weight,1987,0.685012208
Nicaragua,Nicaragua,Food Weight,1987,0.757782717
Niger,Niger,Food Weight,1987,0.599883082
Nigeria,Nigeria,Food Weight,1987,0.76911912
Norway,Norway,Food Weight,1987,0.709035096
Pakistan,Pakistan,Food Weight,1987,0.597404217
Panama,Panama,Food Weight,1987,0.770047887
Paraguay,Paraguay,Food Weight,1987,0.761616302
Peru,Peru,Food Weight,1987,0.754461388
Philippines,Philippines,Food Weight,1987,0.687146428
Poland,Poland,Food Weight,1987,0.63794745
Portugal,Portugal,Food Weight,1987,0.707063894
Republic of Korea,South Korea,Food Weight,1987,0.645237505
Romania,Romania,Food Weight,1987,0.719322292
Rwanda,Rwanda,Food Weight,1987,0.655577071
Saint Kitts and Nevis,St. Kitts,Food Weight,1987,0.771960597
Saint Lucia,Saint Lucia,Food Weight,1987,0.727680721
Saint Vincent and the Grenadines,St. Vincent,Food Weight,1987,0.765135802
Samoa,Samoa,Food Weight,1987,0.616855982
Sao Tome and Principe,Sao Tome,Food Weight,1987,0.708999167
Saudi Arabia,Saudi Arabia,Food Weight,1987,0.694901579
Senegal,Senegal,Food Weight,1987,0.69900216
Seychelles,Seychelles,Food Weight,1987,0.725419992
Sierra Leone,Sierra Leone,Food Weight,1987,0.694299835
Solomon Islands,Solomon Isl.,Food Weight,1987,0.654056441
South Africa,South Africa,Food Weight,1987,0.657208218
Spain,Spain,Food Weight,1987,0.717664781
Sri Lanka,Sri Lanka,Food Weight,1987,0.632372995
Sudan (former),Sudan,Food Weight,1987,0.691688976
Suriname,Suriname,Food Weight,1987,0.696442277
Swaziland,Swaziland,Food Weight,1987,0.769338026
Sweden,Sweden,Food Weight,1987,0.735756483
Switzerland,Switzerland,Food Weight,1987,0.725686522
Syrian Arab Republic,Syria,Food Weight,1987,0.619888584
Thailand,Thailand,Food Weight,1987,0.623545014
Timor-Leste,Timor-Leste,Food Weight,1987,0.680708073
Togo,Togo,Food Weight,1987,0.694873355
Trinidad and Tobago,Trin. & Tob.,Food Weight,1987,0.737613365
Tunisia,Tunisia,Food Weight,1987,0.616449898
Turkey,Turkey,Food Weight,1987,0.646241132
Uganda,Uganda,Food Weight,1987,0.594647191
United Arab Emirates,Un. Arab Em.,Food Weight,1987,0.723136564
United Kingdom,UK,Food Weight,1987,0.667466545
United Republic of Tanzania,Tanzania,Food Weight,1987,0.603391253
United States of America,USA,Food Weight,1987,0.735617734
Uruguay,Uruguay,Food Weight,1987,0.763874286
USSR,USSR,Food Weight,1987,0.645399719
Vanuatu,Vanuatu,Food Weight,1987,0.603244678
Venezuela (Bolivarian Republic of),Venezuela,Food Weight,1987,0.710947931
Viet Nam,Vietnam,Food Weight,1987,0.608415649
Yemen,Yemen,Food Weight,1987,0.653597797
Yugoslav SFR,Yugoslavia,Food Weight,1987,0.654913105
Zambia,Zambia,Food Weight,1987,0.5775316
Zimbabwe,Zimbabwe,Food Weight,1987,0.608386884
Albania,Albania,Food Weight,1988,0.630647832
Algeria,Algeria,Food Weight,1988,0.591214122
Angola,Angola,Food Weight,1988,0.621412265
Antigua and Barbuda,Ant. & Barb.,Food Weight,1988,0.65525806
Argentina,Argentina,Food Weight,1988,0.72219002
Australia,Australia,Food Weight,1988,0.716335477
Austria,Austria,Food Weight,1988,0.733348885
Bahamas,Bahamas,Food Weight,1988,0.72221962
Bangladesh,Bangladesh,Food Weight,1988,0.441359319
Barbados,Barbados,Food Weight,1988,0.769739647
Belgium-Luxembourg,Belg-Lux,Food Weight,1988,0.704115024
Belize,Belize,Food Weight,1988,0.723245801
Benin,Benin,Food Weight,1988,0.638012661
Bermuda,Bermuda,Food Weight,1988,0.738407363
Bolivia (Plurinational State of),Bolivia,Food Weight,1988,0.747936313
Botswana,Botswana,Food Weight,1988,0.785799543
Brazil,Brazil,Food Weight,1988,0.776157849
Brunei Darussalam,Brunei Dar.,Food Weight,1988,0.739530189
Bulgaria,Bulgaria,Food Weight,1988,0.646201553
Burkina Faso,Burkina Faso,Food Weight,1988,0.681360781
Burundi,Burundi,Food Weight,1988,0.730960459
Cambodia,Cambodia,Food Weight,1988,0.4921585
Cameroon,Cameroon,Food Weight,1988,0.741494655
Canada,Canada,Food Weight,1988,0.708920589
Cape Verde,Cape Verde,Food Weight,1988,0.771575772
Central African Republic,C. Af. Rep,Food Weight,1988,0.629447149
Chad,Chad,Food Weight,1988,0.788952685
Chile,Chile,Food Weight,1988,0.666676164
China,China,Food Weight,1988,0.599081663
Colombia,Colombia,Food Weight,1988,0.765009301
Comoros,Comoros,Food Weight,1988,0.659494234
Congo,Congo,Food Weight,1988,0.492264722
Costa Rica,Costa Rica,Food Weight,1988,0.770866125
C“te d'Ivoire,Ivory Coast,Food Weight,1988,0.632560164
Cuba,Cuba,Food Weight,1988,0.797411748
Cyprus,Cyprus,Food Weight,1988,0.735399197
Czechoslovakia,Czech.,Food Weight,1988,0.656753538
Democratic People's Republic of Korea,North Korea,Food Weight,1988,0.705738747
Denmark,Denmark,Food Weight,1988,0.708914422
Djibouti,Djibouti,Food Weight,1988,0.597161442
Dominica,Dominica,Food Weight,1988,0.738025378
Dominican Republic,Dom. Rep.,Food Weight,1988,0.693406786
Ecuador,Ecuador,Food Weight,1988,0.675767031
Egypt,Egypt,Food Weight,1988,0.65334694
El Salvador,El Salvador,Food Weight,1988,0.723512171
Ethiopia PDR,Ethiopia,Food Weight,1988,0.722007605
Fiji,Fiji,Food Weight,1988,0.705423681
Finland,Finland,Food Weight,1988,0.712903344
France,France,Food Weight,1988,0.714629779
French Polynesia,Frch. Polyn.,Food Weight,1988,0.773638454
Gabon,Gabon,Food Weight,1988,0.653290754
Gambia,Gambia,Food Weight,1988,0.71002771
Germany,Germany,Food Weight,1988,0.69583929
Ghana,Ghana,Food Weight,1988,0.699072915
Greece,Greece,Food Weight,1988,0.690260889
Grenada,Grenada,Food Weight,1988,0.770634387
Guatemala,Guatemala,Food Weight,1988,0.653491022
Guinea,Guinea,Food Weight,1988,0.708123431
Guinea-Bissau,Guinea-Biss.,Food Weight,1988,0.732156127
Guyana,Guyana,Food Weight,1988,0.767008129
Haiti,Haiti,Food Weight,1988,0.780939493
Honduras,Honduras,Food Weight,1988,0.656301753
Hungary,Hungary,Food Weight,1988,0.69485911
Iceland,Iceland,Food Weight,1988,0.725450203
India,India,Food Weight,1988,0.685422885
Indonesia,Indonesia,Food Weight,1988,0.635951507
Iran (Islamic Republic of),Iran,Food Weight,1988,0.660613029
Ireland,Ireland,Food Weight,1988,0.665602534
Israel,Israel,Food Weight,1988,0.738049675
Italy,Italy,Food Weight,1988,0.683457795
Jamaica,Jamaica,Food Weight,1988,0.761063763
Japan,Japan,Food Weight,1988,0.722121653
Jordan,Jordan,Food Weight,1988,0.661086968
Kenya,Kenya,Food Weight,1988,0.689239668
Kiribati,Kiribati,Food Weight,1988,0.687915573
Kuwait,Kuwait,Food Weight,1988,0.727660619
Lao People's Democratic Republic,Laos,Food Weight,1988,0.567843259
Lebanon,Lebanon,Food Weight,1988,0.709243639
Lesotho,Lesotho,Food Weight,1988,0.664850486
Liberia,Liberia,Food Weight,1988,0.565436685
Libya,Libya,Food Weight,1988,0.658926974
Madagascar,Madagascar,Food Weight,1988,0.610314362
Malawi,Malawi,Food Weight,1988,0.622953352
Malaysia,Malaysia,Food Weight,1988,0.698590968
Maldives,Maldives,Food Weight,1988,0.797963227
Mali,Mali,Food Weight,1988,0.657183534
Malta,Malta,Food Weight,1988,0.688525471
Mauritania,Mauritania,Food Weight,1988,0.641029984
Mauritius,Mauritius,Food Weight,1988,0.674233706
Mexico,Mexico,Food Weight,1988,0.692939218
Mongolia,Mongolia,Food Weight,1988,0.585551229
Morocco,Morocco,Food Weight,1988,0.626523682
Mozambique,Mozambique,Food Weight,1988,0.467141781
Myanmar,Myanmar,Food Weight,1988,0.495237365
Namibia,Namibia,Food Weight,1988,0.787700375
Nepal,Nepal,Food Weight,1988,0.663777518
Netherlands,Netherlands,Food Weight,1988,0.714295952
New Caledonia,New Caledon.,Food Weight,1988,0.776111606
New Zealand,New Zealand,Food Weight,1988,0.681477822
Nicaragua,Nicaragua,Food Weight,1988,0.78449073
Niger,Niger,Food Weight,1988,0.558843178
Nigeria,Nigeria,Food Weight,1988,0.756533588
Norway,Norway,Food Weight,1988,0.697553701
Pakistan,Pakistan,Food Weight,1988,0.615718296
Panama,Panama,Food Weight,1988,0.761614443
Paraguay,Paraguay,Food Weight,1988,0.740897773
Peru,Peru,Food Weight,1988,0.753812784
Philippines,Philippines,Food Weight,1988,0.686947478
Poland,Poland,Food Weight,1988,0.624173102
Portugal,Portugal,Food Weight,1988,0.716452827
Republic of Korea,South Korea,Food Weight,1988,0.643214694
Romania,Romania,Food Weight,1988,0.692743761
Rwanda,Rwanda,Food Weight,1988,0.660108099
Saint Kitts and Nevis,St. Kitts,Food Weight,1988,0.768554259
Saint Lucia,Saint Lucia,Food Weight,1988,0.735840825
Saint Vincent and the Grenadines,St. Vincent,Food Weight,1988,0.770341348
Samoa,Samoa,Food Weight,1988,0.613726353
Sao Tome and Principe,Sao Tome,Food Weight,1988,0.682220922
Saudi Arabia,Saudi Arabia,Food Weight,1988,0.713824573
Senegal,Senegal,Food Weight,1988,0.70519605
Seychelles,Seychelles,Food Weight,1988,0.727008471
Sierra Leone,Sierra Leone,Food Weight,1988,0.687968131
Solomon Islands,Solomon Isl.,Food Weight,1988,0.655029281
South Africa,South Africa,Food Weight,1988,0.66579906
Spain,Spain,Food Weight,1988,0.705540159
Sri Lanka,Sri Lanka,Food Weight,1988,0.627782262
Sudan (former),Sudan,Food Weight,1988,0.674315077
Suriname,Suriname,Food Weight,1988,0.673288302
Swaziland,Swaziland,Food Weight,1988,0.791764203
Sweden,Sweden,Food Weight,1988,0.731455561
Switzerland,Switzerland,Food Weight,1988,0.724584337
Syrian Arab Republic,Syria,Food Weight,1988,0.634163907
Thailand,Thailand,Food Weight,1988,0.642041788
Timor-Leste,Timor-Leste,Food Weight,1988,0.688280607
Togo,Togo,Food Weight,1988,0.690115387
Trinidad and Tobago,Trin. & Tob.,Food Weight,1988,0.725850285
Tunisia,Tunisia,Food Weight,1988,0.614696034
Turkey,Turkey,Food Weight,1988,0.64648604
Uganda,Uganda,Food Weight,1988,0.596695808
United Arab Emirates,Un. Arab Em.,Food Weight,1988,0.707952116
United Kingdom,UK,Food Weight,1988,0.666881437
United Republic of Tanzania,Tanzania,Food Weight,1988,0.576940303
United States of America,USA,Food Weight,1988,0.73969599
Uruguay,Uruguay,Food Weight,1988,0.752853414
USSR,USSR,Food Weight,1988,0.641324239
Vanuatu,Vanuatu,Food Weight,1988,0.617317745
Venezuela (Bolivarian Republic of),Venezuela,Food Weight,1988,0.706819022
Viet Nam,Vietnam,Food Weight,1988,0.613831188
Yemen,Yemen,Food Weight,1988,0.6435499
Yugoslav SFR,Yugoslavia,Food Weight,1988,0.646228695
Zambia,Zambia,Food Weight,1988,0.578264766
Zimbabwe,Zimbabwe,Food Weight,1988,0.614462943
Albania,Albania,Food Weight,1989,0.651575504
Algeria,Algeria,Food Weight,1989,0.60561779
Angola,Angola,Food Weight,1989,0.607093051
Antigua and Barbuda,Ant. & Barb.,Food Weight,1989,0.678058191
Argentina,Argentina,Food Weight,1989,0.705738694
Australia,Australia,Food Weight,1989,0.717177476
Austria,Austria,Food Weight,1989,0.731825651
Bahamas,Bahamas,Food Weight,1989,0.72127091
Bangladesh,Bangladesh,Food Weight,1989,0.445002293
Barbados,Barbados,Food Weight,1989,0.779786486
Belgium-Luxembourg,Belg-Lux,Food Weight,1989,0.706013723
Belize,Belize,Food Weight,1989,0.739201856
Benin,Benin,Food Weight,1989,0.637104974
Bermuda,Bermuda,Food Weight,1989,0.720776857
Bolivia (Plurinational State of),Bolivia,Food Weight,1989,0.75360841
Botswana,Botswana,Food Weight,1989,0.732945079
Brazil,Brazil,Food Weight,1989,0.765441293
Brunei Darussalam,Brunei Dar.,Food Weight,1989,0.744030759
Bulgaria,Bulgaria,Food Weight,1989,0.661171379
Burkina Faso,Burkina Faso,Food Weight,1989,0.657285007
Burundi,Burundi,Food Weight,1989,0.726623594
Cambodia,Cambodia,Food Weight,1989,0.445869972
Cameroon,Cameroon,Food Weight,1989,0.738509549
Canada,Canada,Food Weight,1989,0.707420969
Cape Verde,Cape Verde,Food Weight,1989,0.764479278
Central African Republic,C. Af. Rep,Food Weight,1989,0.643344366
Chad,Chad,Food Weight,1989,0.813937112
Chile,Chile,Food Weight,1989,0.674182228
China,China,Food Weight,1989,0.598527193
Colombia,Colombia,Food Weight,1989,0.770112371
Comoros,Comoros,Food Weight,1989,0.626543782
Congo,Congo,Food Weight,1989,0.500730136
Costa Rica,Costa Rica,Food Weight,1989,0.757743609
C“te d'Ivoire,Ivory Coast,Food Weight,1989,0.635429192
Cuba,Cuba,Food Weight,1989,0.793543684
Cyprus,Cyprus,Food Weight,1989,0.740589566
Czechoslovakia,Czech.,Food Weight,1989,0.657195095
Democratic People's Republic of Korea,North Korea,Food Weight,1989,0.67896362
Denmark,Denmark,Food Weight,1989,0.700816992
Djibouti,Djibouti,Food Weight,1989,0.601969277
Dominica,Dominica,Food Weight,1989,0.754434775
Dominican Republic,Dom. Rep.,Food Weight,1989,0.681864501
Ecuador,Ecuador,Food Weight,1989,0.711679766
Egypt,Egypt,Food Weight,1989,0.662299074
El Salvador,El Salvador,Food Weight,1989,0.727952585
Ethiopia PDR,Ethiopia,Food Weight,1989,0.731981013
Fiji,Fiji,Food Weight,1989,0.700901014
Finland,Finland,Food Weight,1989,0.716833444
France,France,Food Weight,1989,0.712895021
French Polynesia,Frch. Polyn.,Food Weight,1989,0.779870825
Gabon,Gabon,Food Weight,1989,0.65698285
Gambia,Gambia,Food Weight,1989,0.72788638
Germany,Germany,Food Weight,1989,0.696897438
Ghana,Ghana,Food Weight,1989,0.690850924
Greece,Greece,Food Weight,1989,0.693886172
Grenada,Grenada,Food Weight,1989,0.771406238
Guatemala,Guatemala,Food Weight,1989,0.673992765
Guinea,Guinea,Food Weight,1989,0.71031365
Guinea-Bissau,Guinea-Biss.,Food Weight,1989,0.728133671
Guyana,Guyana,Food Weight,1989,0.749658217
Haiti,Haiti,Food Weight,1989,0.78778168
Honduras,Honduras,Food Weight,1989,0.680773134
Hungary,Hungary,Food Weight,1989,0.702714234
Iceland,Iceland,Food Weight,1989,0.722627364
India,India,Food Weight,1989,0.687336586
Indonesia,Indonesia,Food Weight,1989,0.640532064
Iran (Islamic Republic of),Iran,Food Weight,1989,0.683738036
Ireland,Ireland,Food Weight,1989,0.663990507
Israel,Israel,Food Weight,1989,0.732165879
Italy,Italy,Food Weight,1989,0.689322552
Jamaica,Jamaica,Food Weight,1989,0.777734467
Japan,Japan,Food Weight,1989,0.726454771
Jordan,Jordan,Food Weight,1989,0.630450309
Kenya,Kenya,Food Weight,1989,0.690240418
Kiribati,Kiribati,Food Weight,1989,0.680470277
Kuwait,Kuwait,Food Weight,1989,0.718085389
Lao People's Democratic Republic,Laos,Food Weight,1989,0.565652776
Lebanon,Lebanon,Food Weight,1989,0.706894322
Lesotho,Lesotho,Food Weight,1989,0.670873831
Liberia,Liberia,Food Weight,1989,0.570396626
Libya,Libya,Food Weight,1989,0.661245069
Madagascar,Madagascar,Food Weight,1989,0.60394843
Malawi,Malawi,Food Weight,1989,0.611484678
Malaysia,Malaysia,Food Weight,1989,0.695609351
Maldives,Maldives,Food Weight,1989,0.690053871
Mali,Mali,Food Weight,1989,0.668224312
Malta,Malta,Food Weight,1989,0.689803416
Mauritania,Mauritania,Food Weight,1989,0.643764867
Mauritius,Mauritius,Food Weight,1989,0.659136423
Mexico,Mexico,Food Weight,1989,0.693527305
Mongolia,Mongolia,Food Weight,1989,0.585004727
Morocco,Morocco,Food Weight,1989,0.645139209
Mozambique,Mozambique,Food Weight,1989,0.460573792
Myanmar,Myanmar,Food Weight,1989,0.46217158
Namibia,Namibia,Food Weight,1989,0.813330667
Nepal,Nepal,Food Weight,1989,0.666896214
Netherlands,Netherlands,Food Weight,1989,0.70425757
New Caledonia,New Caledon.,Food Weight,1989,0.76888078
New Zealand,New Zealand,Food Weight,1989,0.675476208
Nicaragua,Nicaragua,Food Weight,1989,0.769026688
Niger,Niger,Food Weight,1989,0.583746589
Nigeria,Nigeria,Food Weight,1989,0.753132233
Norway,Norway,Food Weight,1989,0.703001324
Pakistan,Pakistan,Food Weight,1989,0.592209121
Panama,Panama,Food Weight,1989,0.749720534
Paraguay,Paraguay,Food Weight,1989,0.739810699
Peru,Peru,Food Weight,1989,0.760443952
Philippines,Philippines,Food Weight,1989,0.684668806
Poland,Poland,Food Weight,1989,0.632400187
Portugal,Portugal,Food Weight,1989,0.729720785
Republic of Korea,South Korea,Food Weight,1989,0.654008637
Romania,Romania,Food Weight,1989,0.712511287
Rwanda,Rwanda,Food Weight,1989,0.640108022
Saint Kitts and Nevis,St. Kitts,Food Weight,1989,0.769760637
Saint Lucia,Saint Lucia,Food Weight,1989,0.742823126
Saint Vincent and the Grenadines,St. Vincent,Food Weight,1989,0.785971421
Samoa,Samoa,Food Weight,1989,0.614040379
Sao Tome and Principe,Sao Tome,Food Weight,1989,0.697420008
Saudi Arabia,Saudi Arabia,Food Weight,1989,0.695994126
Senegal,Senegal,Food Weight,1989,0.710223586
Seychelles,Seychelles,Food Weight,1989,0.736482133
Sierra Leone,Sierra Leone,Food Weight,1989,0.683989668
Solomon Islands,Solomon Isl.,Food Weight,1989,0.646209379
South Africa,South Africa,Food Weight,1989,0.656072446
Spain,Spain,Food Weight,1989,0.703057879
Sri Lanka,Sri Lanka,Food Weight,1989,0.626399025
Sudan (former),Sudan,Food Weight,1989,0.675200722
Suriname,Suriname,Food Weight,1989,0.675577223
Swaziland,Swaziland,Food Weight,1989,0.796001421
Sweden,Sweden,Food Weight,1989,0.731251685
Switzerland,Switzerland,Food Weight,1989,0.719637707
Syrian Arab Republic,Syria,Food Weight,1989,0.648704351
Thailand,Thailand,Food Weight,1989,0.664424105
Timor-Leste,Timor-Leste,Food Weight,1989,0.692176812
Togo,Togo,Food Weight,1989,0.679742959
Trinidad and Tobago,Trin. & Tob.,Food Weight,1989,0.709741771
Tunisia,Tunisia,Food Weight,1989,0.612568082
Turkey,Turkey,Food Weight,1989,0.66615695
Uganda,Uganda,Food Weight,1989,0.599149483
United Arab Emirates,Un. Arab Em.,Food Weight,1989,0.727256563
United Kingdom,UK,Food Weight,1989,0.667252875
United Republic of Tanzania,Tanzania,Food Weight,1989,0.592585587
United States of America,USA,Food Weight,1989,0.734959867
Uruguay,Uruguay,Food Weight,1989,0.748145113
USSR,USSR,Food Weight,1989,0.642355292
Vanuatu,Vanuatu,Food Weight,1989,0.58868573
Venezuela (Bolivarian Republic of),Venezuela,Food Weight,1989,0.722319816
Viet Nam,Vietnam,Food Weight,1989,0.597851827
Yemen,Yemen,Food Weight,1989,0.65831255
Yugoslav SFR,Yugoslavia,Food Weight,1989,0.652244759
Zambia,Zambia,Food Weight,1989,0.585910138
Zimbabwe,Zimbabwe,Food Weight,1989,0.613391742
Albania,Albania,Food Weight,1990,0.646912988
Algeria,Algeria,Food Weight,1990,0.584811583
Angola,Angola,Food Weight,1990,0.627063052
Antigua and Barbuda,Ant. & Barb.,Food Weight,1990,0.665801086
Argentina,Argentina,Food Weight,1990,0.713542889
Australia,Australia,Food Weight,1990,0.72787015
Austria,Austria,Food Weight,1990,0.737196409
Bahamas,Bahamas,Food Weight,1990,0.7438753
Bangladesh,Bangladesh,Food Weight,1990,0.418629489
Barbados,Barbados,Food Weight,1990,0.761686298
Belgium-Luxembourg,Belg-Lux,Food Weight,1990,0.709234469
Belize,Belize,Food Weight,1990,0.687916703
Benin,Benin,Food Weight,1990,0.651458761
Bermuda,Bermuda,Food Weight,1990,0.702016293
Bolivia (Plurinational State of),Bolivia,Food Weight,1990,0.775841484
Botswana,Botswana,Food Weight,1990,0.737711031
Brazil,Brazil,Food Weight,1990,0.76319106
Brunei Darussalam,Brunei Dar.,Food Weight,1990,0.746158579
Bulgaria,Bulgaria,Food Weight,1990,0.651234538
Burkina Faso,Burkina Faso,Food Weight,1990,0.654302014
Burundi,Burundi,Food Weight,1990,0.732975669
Cambodia,Cambodia,Food Weight,1990,0.448485652
Cameroon,Cameroon,Food Weight,1990,0.73501032
Canada,Canada,Food Weight,1990,0.712237579
Cape Verde,Cape Verde,Food Weight,1990,0.769814151
Central African Republic,C. Af. Rep,Food Weight,1990,0.643217554
Chad,Chad,Food Weight,1990,0.798999377
Chile,Chile,Food Weight,1990,0.676774621
China,China,Food Weight,1990,0.600321265
Colombia,Colombia,Food Weight,1990,0.769413247
Comoros,Comoros,Food Weight,1990,0.644041637
Congo,Congo,Food Weight,1990,0.492076624
Costa Rica,Costa Rica,Food Weight,1990,0.775599856
C“te d'Ivoire,Ivory Coast,Food Weight,1990,0.63283332
Cuba,Cuba,Food Weight,1990,0.792529808
Cyprus,Cyprus,Food Weight,1990,0.735151475
Czechoslovakia,Czech.,Food Weight,1990,0.654182206
Democratic People's Republic of Korea,North Korea,Food Weight,1990,0.68350118
Denmark,Denmark,Food Weight,1990,0.699592638
Djibouti,Djibouti,Food Weight,1990,0.612719541
Dominica,Dominica,Food Weight,1990,0.779973616
Dominican Republic,Dom. Rep.,Food Weight,1990,0.718046509
Ecuador,Ecuador,Food Weight,1990,0.68571977
Egypt,Egypt,Food Weight,1990,0.663137279
El Salvador,El Salvador,Food Weight,1990,0.743825418
Ethiopia PDR,Ethiopia,Food Weight,1990,0.737791454
Fiji,Fiji,Food Weight,1990,0.702130361
Finland,Finland,Food Weight,1990,0.714228442
France,France,Food Weight,1990,0.71559068
French Polynesia,Frch. Polyn.,Food Weight,1990,0.76432428
Gabon,Gabon,Food Weight,1990,0.650584568
Gambia,Gambia,Food Weight,1990,0.730916295
Germany,Germany,Food Weight,1990,0.704002867
Ghana,Ghana,Food Weight,1990,0.718925879
Greece,Greece,Food Weight,1990,0.68863988
Grenada,Grenada,Food Weight,1990,0.773671327
Guatemala,Guatemala,Food Weight,1990,0.677579438
Guinea,Guinea,Food Weight,1990,0.702618637
Guinea-Bissau,Guinea-Biss.,Food Weight,1990,0.725091069
Guyana,Guyana,Food Weight,1990,0.761604623
Haiti,Haiti,Food Weight,1990,0.792023278
Honduras,Honduras,Food Weight,1990,0.659695904
Hungary,Hungary,Food Weight,1990,0.698669479
Iceland,Iceland,Food Weight,1990,0.733066786
India,India,Food Weight,1990,0.697485036
Indonesia,Indonesia,Food Weight,1990,0.638088121
Iran (Islamic Republic of),Iran,Food Weight,1990,0.674228996
Ireland,Ireland,Food Weight,1990,0.68051547
Israel,Israel,Food Weight,1990,0.731605457
Italy,Italy,Food Weight,1990,0.688144699
Jamaica,Jamaica,Food Weight,1990,0.771390491
Japan,Japan,Food Weight,1990,0.727522746
Jordan,Jordan,Food Weight,1990,0.6617824
Kenya,Kenya,Food Weight,1990,0.696782069
Kiribati,Kiribati,Food Weight,1990,0.69376069
Kuwait,Kuwait,Food Weight,1990,0.6825076
Lao People's Democratic Republic,Laos,Food Weight,1990,0.578770435
Lebanon,Lebanon,Food Weight,1990,0.699772206
Lesotho,Lesotho,Food Weight,1990,0.674329143
Liberia,Liberia,Food Weight,1990,0.561343619
Libya,Libya,Food Weight,1990,0.625291812
Madagascar,Madagascar,Food Weight,1990,0.60108226
Malawi,Malawi,Food Weight,1990,0.610221824
Malaysia,Malaysia,Food Weight,1990,0.691780471
Maldives,Maldives,Food Weight,1990,0.74544695
Mali,Mali,Food Weight,1990,0.679375963
Malta,Malta,Food Weight,1990,0.699442575
Mauritania,Mauritania,Food Weight,1990,0.637979165
Mauritius,Mauritius,Food Weight,1990,0.663246772
Mexico,Mexico,Food Weight,1990,0.694634799
Mongolia,Mongolia,Food Weight,1990,0.571539657
Morocco,Morocco,Food Weight,1990,0.62047581
Mozambique,Mozambique,Food Weight,1990,0.439494211
Myanmar,Myanmar,Food Weight,1990,0.478499713
Namibia,Namibia,Food Weight,1990,0.796402837
Nepal,Nepal,Food Weight,1990,0.684606934
Netherlands,Netherlands,Food Weight,1990,0.717308768
New Caledonia,New Caledon.,Food Weight,1990,0.763140686
New Zealand,New Zealand,Food Weight,1990,0.675340519
Nicaragua,Nicaragua,Food Weight,1990,0.797472707
Niger,Niger,Food Weight,1990,0.556001251
Nigeria,Nigeria,Food Weight,1990,0.757108193
Norway,Norway,Food Weight,1990,0.699746663
Pakistan,Pakistan,Food Weight,1990,0.588868088
Panama,Panama,Food Weight,1990,0.733949327
Paraguay,Paraguay,Food Weight,1990,0.742863957
Peru,Peru,Food Weight,1990,0.767431991
Philippines,Philippines,Food Weight,1990,0.685684073
Poland,Poland,Food Weight,1990,0.621471456
Portugal,Portugal,Food Weight,1990,0.715611548
Republic of Korea,South Korea,Food Weight,1990,0.636070452
Romania,Romania,Food Weight,1990,0.705731654
Rwanda,Rwanda,Food Weight,1990,0.671712261
Saint Kitts and Nevis,St. Kitts,Food Weight,1990,0.761989769
Saint Lucia,Saint Lucia,Food Weight,1990,0.73771591
Saint Vincent and the Grenadines,St. Vincent,Food Weight,1990,0.795250995
Samoa,Samoa,Food Weight,1990,0.643171232
Sao Tome and Principe,Sao Tome,Food Weight,1990,0.686235455
Saudi Arabia,Saudi Arabia,Food Weight,1990,0.698816049
Senegal,Senegal,Food Weight,1990,0.699740336
Seychelles,Seychelles,Food Weight,1990,0.786942525
Sierra Leone,Sierra Leone,Food Weight,1990,0.679004319
Solomon Islands,Solomon Isl.,Food Weight,1990,0.64888402
South Africa,South Africa,Food Weight,1990,0.662209334
Spain,Spain,Food Weight,1990,0.700780651
Sri Lanka,Sri Lanka,Food Weight,1990,0.625249539
Sudan (former),Sudan,Food Weight,1990,0.665036595
Suriname,Suriname,Food Weight,1990,0.698049252
Swaziland,Swaziland,Food Weight,1990,0.804008523
Sweden,Sweden,Food Weight,1990,0.738603895
Switzerland,Switzerland,Food Weight,1990,0.720724765
Syrian Arab Republic,Syria,Food Weight,1990,0.641132623
Thailand,Thailand,Food Weight,1990,0.654229111
