CountryName,Abbrev,Measurement,Year,Similarity
Saint Lucia,Saint Lucia,Fat,1985,0.346545128
St. Vincent,Saint Vincent and the Grenadines,Fat,1985,0.38577031
Samoa,Samoa,Fat,1985,0.296656771
Sao Tome,Sao Tome and Principe,Fat,1985,0.319240729
Saudi Arabia,Saudi Arabia,Fat,1985,0.482993052
Senegal,Senegal,Fat,1985,0.511335886
Seychelles,Seychelles,Fat,1985,0.502811097
Sierra Leone,Sierra Leone,Fat,1985,0.339898585
Solomon Isl.,Solomon Islands,Fat,1985,0.410746144
South Africa,South Africa,Fat,1985,0.48883281
Spain,Spain,Fat,1985,0.445436736
Sri Lanka,Sri Lanka,Fat,1985,0.320104965
Sudan,Sudan (former),Fat,1985,0.411660909
Suriname,Suriname,Fat,1985,0.56764549
Swaziland,Swaziland,Fat,1985,0.497848022
Sweden,Sweden,Fat,1985,0.575993694
Switzerland,Switzerland,Fat,1985,0.618176363
Syria,Syrian Arab Republic,Fat,1985,0.4504418
Thailand,Thailand,Fat,1985,0.500052773
Timor-Leste,Timor-Leste,Fat,1985,0.486961122
Togo,Togo,Fat,1985,0.501663045
Trin. & Tob.,Trinidad and Tobago,Fat,1985,0.521666054
Tunisia,Tunisia,Fat,1985,0.450936094
Turkey,Turkey,Fat,1985,0.526129069
Uganda,Uganda,Fat,1985,0.362782694
Un. Arab Em.,United Arab Emirates,Fat,1985,0.505412605
UK,United Kingdom,Fat,1985,0.612041571
Tanzania,United Republic of Tanzania,Fat,1985,0.506580555
USA,United States of America,Fat,1985,0.495705785
Uruguay,Uruguay,Fat,1985,0.431544035
USSR,USSR,Fat,1985,0.460717809
Vanuatu,Vanuatu,Fat,1985,0.378765925
Venezuela,Venezuela (Bolivarian Republic of),Fat,1985,0.5152551
Vietnam,Viet Nam,Fat,1985,0.353294125
Yemen,Yemen,Fat,1985,0.447636894
Yugoslavia,Yugoslav SFR,Fat,1985,0.546717208
Zambia,Zambia,Fat,1985,0.435257688
Zimbabwe,Zimbabwe,Fat,1985,0.482998035
Albania,Albania,Fat,1986,0.409110129
Algeria,Algeria,Fat,1986,0.429386608
Angola,Angola,Fat,1986,0.597817554
Ant. & Barb.,Antigua and Barbuda,Fat,1986,0.427343442
Argentina,Argentina,Fat,1986,0.437228414
Australia,Australia,Fat,1986,0.595516812
Austria,Austria,Fat,1986,0.556686931
Bahamas,Bahamas,Fat,1986,0.384045133
Bangladesh,Bangladesh,Fat,1986,0.435758779
Barbados,Barbados,Fat,1986,0.561811017
Belg-Lux,Belgium-Luxembourg,Fat,1986,0.662221559
Belize,Belize,Fat,1986,0.436281146
Benin,Benin,Fat,1986,0.461751318
Bermuda,Bermuda,Fat,1986,0.301105391
Bolivia,Bolivia (Plurinational State of),Fat,1986,0.445782644
Botswana,Botswana,Fat,1986,0.45020589
Brazil,Brazil,Fat,1986,0.467823489
Brunei Dar.,Brunei Darussalam,Fat,1986,0.623301129
Bulgaria,Bulgaria,Fat,1986,0.387970165
Burkina Faso,Burkina Faso,Fat,1986,0.415917919
Burundi,Burundi,Fat,1986,0.368170304
Cambodia,Cambodia,Fat,1986,0.325688689
Cameroon,Cameroon,Fat,1986,0.495807269
Canada,Canada,Fat,1986,0.501129944
Cape Verde,Cape Verde,Fat,1986,0.490404903
C. Af. Rep,Central African Republic,Fat,1986,0.401057573
Chad,Chad,Fat,1986,0.367912953
Chile,Chile,Fat,1986,0.505418627
China,China,Fat,1986,0.545714587
Colombia,Colombia,Fat,1986,0.554001773
Comoros,Comoros,Fat,1986,0.347561113
Congo,Congo,Fat,1986,0.456864092
Costa Rica,Costa Rica,Fat,1986,0.499331122
Ivory Coast,C“te d'Ivoire,Fat,1986,0.467160047
Cuba,Cuba,Fat,1986,0.381583034
Cyprus,Cyprus,Fat,1986,0.472977019
Czech.,Czechoslovakia,Fat,1986,0.496461362
North Korea,Democratic People's Republic of Korea,Fat,1986,0.489455453
Denmark,Denmark,Fat,1986,0.593132896
Djibouti,Djibouti,Fat,1986,0.501956449
Dominica,Dominica,Fat,1986,0.500123768
Dom. Rep.,Dominican Republic,Fat,1986,0.548034772
Ecuador,Ecuador,Fat,1986,0.483542471
Egypt,Egypt,Fat,1986,0.505640992
El Salvador,El Salvador,Fat,1986,0.450496786
Ethiopia,Ethiopia PDR,Fat,1986,0.438234192
Fiji,Fiji,Fat,1986,0.511983147
Finland,Finland,Fat,1986,0.443702702
France,France,Fat,1986,0.631085737
Frch. Polyn.,French Polynesia,Fat,1986,0.611782033
Gabon,Gabon,Fat,1986,0.512568186
Gambia,Gambia,Fat,1986,0.445334341
Germany,Germany,Fat,1986,0.623942396
Ghana,Ghana,Fat,1986,0.499639515
Greece,Greece,Fat,1986,0.362203009
Grenada,Grenada,Fat,1986,0.373071086
Guatemala,Guatemala,Fat,1986,0.436665284
Guinea,Guinea,Fat,1986,0.458409674
Guinea-Biss.,Guinea-Bissau,Fat,1986,0.447506085
Guyana,Guyana,Fat,1986,0.488444197
Haiti,Haiti,Fat,1986,0.598092292
Honduras,Honduras,Fat,1986,0.403574385
Hungary,Hungary,Fat,1986,0.494215342
Iceland,Iceland,Fat,1986,0.496122548
India,India,Fat,1986,0.561706911
Indonesia,Indonesia,Fat,1986,0.543740247
Iran,Iran (Islamic Republic of),Fat,1986,0.477161337
Ireland,Ireland,Fat,1986,0.614232751
Israel,Israel,Fat,1986,0.50070504
Italy,Italy,Fat,1986,0.528264836
Jamaica,Jamaica,Fat,1986,0.523034424
Japan,Japan,Fat,1986,0.540656515
Jordan,Jordan,Fat,1986,0.544238713
Kenya,Kenya,Fat,1986,0.454554927
Kiribati,Kiribati,Fat,1986,0.29158288
Kuwait,Kuwait,Fat,1986,0.529084736
Laos,Lao People's Democratic Republic,Fat,1986,0.308839754
Lebanon,Lebanon,Fat,1986,0.57862112
Lesotho,Lesotho,Fat,1986,0.37795997
Liberia,Liberia,Fat,1986,0.42445726
Libya,Libya,Fat,1986,0.449510518
Madagascar,Madagascar,Fat,1986,0.418045852
Malawi,Malawi,Fat,1986,0.379094432
Malaysia,Malaysia,Fat,1986,0.447026869
Maldives,Maldives,Fat,1986,0.353183149
Mali,Mali,Fat,1986,0.436349168
Malta,Malta,Fat,1986,0.498369925
Mauritania,Mauritania,Fat,1986,0.555456982
Mauritius,Mauritius,Fat,1986,0.515905273
Mexico,Mexico,Fat,1986,0.581338321
Mongolia,Mongolia,Fat,1986,0.306618339
Morocco,Morocco,Fat,1986,0.477981011
Mozambique,Mozambique,Fat,1986,0.545613772
Myanmar,Myanmar,Fat,1986,0.431582404
Namibia,Namibia,Fat,1986,0.362943848
Nepal,Nepal,Fat,1986,0.461145795
Netherlands,Netherlands,Fat,1986,0.604707877
New Caledon.,New Caledonia,Fat,1986,0.399749898
New Zealand,New Zealand,Fat,1986,0.578493365
Nicaragua,Nicaragua,Fat,1986,0.474538098
Niger,Niger,Fat,1986,0.340473053
Nigeria,Nigeria,Fat,1986,0.441483994
Norway,Norway,Fat,1986,0.531728501
Pakistan,Pakistan,Fat,1986,0.557230491
Panama,Panama,Fat,1986,0.48090407
Paraguay,Paraguay,Fat,1986,0.588970092
Peru,Peru,Fat,1986,0.532712898
Philippines,Philippines,Fat,1986,0.442691522
Poland,Poland,Fat,1986,0.428000894
Portugal,Portugal,Fat,1986,0.542270517
South Korea,Republic of Korea,Fat,1986,0.553299562
Romania,Romania,Fat,1986,0.445600559
Rwanda,Rwanda,Fat,1986,0.395937881
St. Kitts,Saint Kitts and Nevis,Fat,1986,0.482004186
Saint Lucia,Saint Lucia,Fat,1986,0.417407606
St. Vincent,Saint Vincent and the Grenadines,Fat,1986,0.418829635
Samoa,Samoa,Fat,1986,0.283097449
Sao Tome,Sao Tome and Principe,Fat,1986,0.327237678
Saudi Arabia,Saudi Arabia,Fat,1986,0.454514736
Senegal,Senegal,Fat,1986,0.473998094
Seychelles,Seychelles,Fat,1986,0.491088416
Sierra Leone,Sierra Leone,Fat,1986,0.375725731
Solomon Isl.,Solomon Islands,Fat,1986,0.408538148
South Africa,South Africa,Fat,1986,0.503442092
Spain,Spain,Fat,1986,0.46828081
Sri Lanka,Sri Lanka,Fat,1986,0.325871577
Sudan,Sudan (former),Fat,1986,0.431367359
Suriname,Suriname,Fat,1986,0.55808317
Swaziland,Swaziland,Fat,1986,0.490092975
Sweden,Sweden,Fat,1986,0.540236996
Switzerland,Switzerland,Fat,1986,0.602563074
Syria,Syrian Arab Republic,Fat,1986,0.452470104
Thailand,Thailand,Fat,1986,0.507641452
Timor-Leste,Timor-Leste,Fat,1986,0.491934871
Togo,Togo,Fat,1986,0.522086176
Trin. & Tob.,Trinidad and Tobago,Fat,1986,0.563013916
Tunisia,Tunisia,Fat,1986,0.407190126
Turkey,Turkey,Fat,1986,0.537228494
Uganda,Uganda,Fat,1986,0.375480932
Un. Arab Em.,United Arab Emirates,Fat,1986,0.524740909
UK,United Kingdom,Fat,1986,0.613696489
Tanzania,United Republic of Tanzania,Fat,1986,0.493307065
USA,United States of America,Fat,1986,0.497318128
Uruguay,Uruguay,Fat,1986,0.425329419
USSR,USSR,Fat,1986,0.456714268
Vanuatu,Vanuatu,Fat,1986,0.379471574
Venezuela,Venezuela (Bolivarian Republic of),Fat,1986,0.531102819
Vietnam,Viet Nam,Fat,1986,0.357567415
Yemen,Yemen,Fat,1986,0.480291044
Yugoslavia,Yugoslav SFR,Fat,1986,0.517672008
Zambia,Zambia,Fat,1986,0.445711855
Zimbabwe,Zimbabwe,Fat,1986,0.477983184
Albania,Albania,Fat,1987,0.395134796
Algeria,Algeria,Fat,1987,0.418358064
Angola,Angola,Fat,1987,0.577338889
Ant. & Barb.,Antigua and Barbuda,Fat,1987,0.435132457
Argentina,Argentina,Fat,1987,0.463711052
Australia,Australia,Fat,1987,0.614346698
Austria,Austria,Fat,1987,0.548578197
Bahamas,Bahamas,Fat,1987,0.388946661
Bangladesh,Bangladesh,Fat,1987,0.464778889
Barbados,Barbados,Fat,1987,0.610807979
Belg-Lux,Belgium-Luxembourg,Fat,1987,0.653988134
Belize,Belize,Fat,1987,0.417863925
Benin,Benin,Fat,1987,0.467135959
Bermuda,Bermuda,Fat,1987,0.303631576
Bolivia,Bolivia (Plurinational State of),Fat,1987,0.452098073
Botswana,Botswana,Fat,1987,0.441872412
Brazil,Brazil,Fat,1987,0.458150017
Brunei Dar.,Brunei Darussalam,Fat,1987,0.553960829
Bulgaria,Bulgaria,Fat,1987,0.483105685
Burkina Faso,Burkina Faso,Fat,1987,0.402065888
Burundi,Burundi,Fat,1987,0.360781029
Cambodia,Cambodia,Fat,1987,0.320149642
Cameroon,Cameroon,Fat,1987,0.497722764
Canada,Canada,Fat,1987,0.501291855
Cape Verde,Cape Verde,Fat,1987,0.48960476
C. Af. Rep,Central African Republic,Fat,1987,0.391681971
Chad,Chad,Fat,1987,0.37050169
Chile,Chile,Fat,1987,0.506263475
China,China,Fat,1987,0.555807814
Colombia,Colombia,Fat,1987,0.563614501
Comoros,Comoros,Fat,1987,0.346782304
Congo,Congo,Fat,1987,0.437841966
Costa Rica,Costa Rica,Fat,1987,0.539533957
Ivory Coast,C“te d'Ivoire,Fat,1987,0.476172862
Cuba,Cuba,Fat,1987,0.363334639
Cyprus,Cyprus,Fat,1987,0.569999406
Czech.,Czechoslovakia,Fat,1987,0.453917179
North Korea,Democratic People's Republic of Korea,Fat,1987,0.498150187
Denmark,Denmark,Fat,1987,0.60694084
Djibouti,Djibouti,Fat,1987,0.491649994
Dominica,Dominica,Fat,1987,0.508655859
Dom. Rep.,Dominican Republic,Fat,1987,0.560037301
Ecuador,Ecuador,Fat,1987,0.490581255
Egypt,Egypt,Fat,1987,0.504819784
El Salvador,El Salvador,Fat,1987,0.439818616
Ethiopia,Ethiopia PDR,Fat,1987,0.426764582
Fiji,Fiji,Fat,1987,0.467660741
Finland,Finland,Fat,1987,0.435171574
France,France,Fat,1987,0.639638331
Frch. Polyn.,French Polynesia,Fat,1987,0.605846075
Gabon,Gabon,Fat,1987,0.50832616
Gambia,Gambia,Fat,1987,0.42949412
Germany,Germany,Fat,1987,0.653732038
Ghana,Ghana,Fat,1987,0.506705665
Greece,Greece,Fat,1987,0.35722912
Grenada,Grenada,Fat,1987,0.44432641
Guatemala,Guatemala,Fat,1987,0.488198746
Guinea,Guinea,Fat,1987,0.456749255
Guinea-Biss.,Guinea-Bissau,Fat,1987,0.487322126
Guyana,Guyana,Fat,1987,0.469415049
Haiti,Haiti,Fat,1987,0.56592146
Honduras,Honduras,Fat,1987,0.39613353
Hungary,Hungary,Fat,1987,0.473923354
Iceland,Iceland,Fat,1987,0.508743103
India,India,Fat,1987,0.564356971
Indonesia,Indonesia,Fat,1987,0.523336279
Iran,Iran (Islamic Republic of),Fat,1987,0.507988863
Ireland,Ireland,Fat,1987,0.614376003
Israel,Israel,Fat,1987,0.548433791
Italy,Italy,Fat,1987,0.523170259
Jamaica,Jamaica,Fat,1987,0.528574872
Japan,Japan,Fat,1987,0.545884232
Jordan,Jordan,Fat,1987,0.545447784
Kenya,Kenya,Fat,1987,0.430851929
Kiribati,Kiribati,Fat,1987,0.294376968
Kuwait,Kuwait,Fat,1987,0.524695702
Laos,Lao People's Democratic Republic,Fat,1987,0.311190632
Lebanon,Lebanon,Fat,1987,0.578786562
Lesotho,Lesotho,Fat,1987,0.365417702
Liberia,Liberia,Fat,1987,0.408298947
Libya,Libya,Fat,1987,0.436468593
Madagascar,Madagascar,Fat,1987,0.43669726
Malawi,Malawi,Fat,1987,0.36471137
Malaysia,Malaysia,Fat,1987,0.470807838
Maldives,Maldives,Fat,1987,0.349587662
Mali,Mali,Fat,1987,0.434108077
Malta,Malta,Fat,1987,0.543356128
Mauritania,Mauritania,Fat,1987,0.542228413
Mauritius,Mauritius,Fat,1987,0.505424241
Mexico,Mexico,Fat,1987,0.589988029
Mongolia,Mongolia,Fat,1987,0.317384515
Morocco,Morocco,Fat,1987,0.536778154
Mozambique,Mozambique,Fat,1987,0.611724008
Myanmar,Myanmar,Fat,1987,0.417093866
Namibia,Namibia,Fat,1987,0.366764851
Nepal,Nepal,Fat,1987,0.499129202
Netherlands,Netherlands,Fat,1987,0.615612519
New Caledon.,New Caledonia,Fat,1987,0.395871129
New Zealand,New Zealand,Fat,1987,0.605257057
Nicaragua,Nicaragua,Fat,1987,0.483818789
Niger,Niger,Fat,1987,0.341874837
Nigeria,Nigeria,Fat,1987,0.448593137
Norway,Norway,Fat,1987,0.535907562
Pakistan,Pakistan,Fat,1987,0.477562799
Panama,Panama,Fat,1987,0.493790874
Paraguay,Paraguay,Fat,1987,0.612333528
Peru,Peru,Fat,1987,0.537281006
Philippines,Philippines,Fat,1987,0.440069375
Poland,Poland,Fat,1987,0.441939637
Portugal,Portugal,Fat,1987,0.553540105
South Korea,Republic of Korea,Fat,1987,0.585616289
Romania,Romania,Fat,1987,0.459073603
Rwanda,Rwanda,Fat,1987,0.381007549
St. Kitts,Saint Kitts and Nevis,Fat,1987,0.513179342
Saint Lucia,Saint Lucia,Fat,1987,0.424698575
St. Vincent,Saint Vincent and the Grenadines,Fat,1987,0.41080189
Samoa,Samoa,Fat,1987,0.288577503
Sao Tome,Sao Tome and Principe,Fat,1987,0.335992828
Saudi Arabia,Saudi Arabia,Fat,1987,0.464519192
Senegal,Senegal,Fat,1987,0.421910187
Seychelles,Seychelles,Fat,1987,0.527458256
Sierra Leone,Sierra Leone,Fat,1987,0.384703857
Solomon Isl.,Solomon Islands,Fat,1987,0.406508671
South Africa,South Africa,Fat,1987,0.530937661
Spain,Spain,Fat,1987,0.450840763
Sri Lanka,Sri Lanka,Fat,1987,0.316866364
Sudan,Sudan (former),Fat,1987,0.389425445
Suriname,Suriname,Fat,1987,0.513020995
Swaziland,Swaziland,Fat,1987,0.474275624
Sweden,Sweden,Fat,1987,0.585316289
Switzerland,Switzerland,Fat,1987,0.620772782
Syria,Syrian Arab Republic,Fat,1987,0.459213078
Thailand,Thailand,Fat,1987,0.505482742
Timor-Leste,Timor-Leste,Fat,1987,0.453717949
Togo,Togo,Fat,1987,0.518009095
Trin. & Tob.,Trinidad and Tobago,Fat,1987,0.580731902
Tunisia,Tunisia,Fat,1987,0.435888974
Turkey,Turkey,Fat,1987,0.535684698
Uganda,Uganda,Fat,1987,0.414890606
Un. Arab Em.,United Arab Emirates,Fat,1987,0.583438112
UK,United Kingdom,Fat,1987,0.632925571
Tanzania,United Republic of Tanzania,Fat,1987,0.502321924
USA,United States of America,Fat,1987,0.500196904
Uruguay,Uruguay,Fat,1987,0.452395707
USSR,USSR,Fat,1987,0.469963044
Vanuatu,Vanuatu,Fat,1987,0.365496062
Venezuela,Venezuela (Bolivarian Republic of),Fat,1987,0.518253551
Vietnam,Viet Nam,Fat,1987,0.374577985
Yemen,Yemen,Fat,1987,0.444500589
Yugoslavia,Yugoslav SFR,Fat,1987,0.52358947
Zambia,Zambia,Fat,1987,0.429110575
Zimbabwe,Zimbabwe,Fat,1987,0.48385751
Albania,Albania,Fat,1988,0.405227271
Algeria,Algeria,Fat,1988,0.413224989
Angola,Angola,Fat,1988,0.587551378
Ant. & Barb.,Antigua and Barbuda,Fat,1988,0.417872224
Argentina,Argentina,Fat,1988,0.474456576
Australia,Australia,Fat,1988,0.629024057
Austria,Austria,Fat,1988,0.564565435
Bahamas,Bahamas,Fat,1988,0.384941847
Bangladesh,Bangladesh,Fat,1988,0.495528211
Barbados,Barbados,Fat,1988,0.610946174
Belg-Lux,Belgium-Luxembourg,Fat,1988,0.651602956
Belize,Belize,Fat,1988,0.404771689
Benin,Benin,Fat,1988,0.463880924
Bermuda,Bermuda,Fat,1988,0.301579218
Bolivia,Bolivia (Plurinational State of),Fat,1988,0.463717511
Botswana,Botswana,Fat,1988,0.417270184
Brazil,Brazil,Fat,1988,0.45246807
Brunei Dar.,Brunei Darussalam,Fat,1988,0.674710204
Bulgaria,Bulgaria,Fat,1988,0.416260354
Burkina Faso,Burkina Faso,Fat,1988,0.387722108
Burundi,Burundi,Fat,1988,0.361006627
Cambodia,Cambodia,Fat,1988,0.311637917
Cameroon,Cameroon,Fat,1988,0.494742329
Canada,Canada,Fat,1988,0.510900707
Cape Verde,Cape Verde,Fat,1988,0.553275816
C. Af. Rep,Central African Republic,Fat,1988,0.394329311
Chad,Chad,Fat,1988,0.370751012
Chile,Chile,Fat,1988,0.50954276
China,China,Fat,1988,0.559004164
Colombia,Colombia,Fat,1988,0.553259397
Comoros,Comoros,Fat,1988,0.318771364
Congo,Congo,Fat,1988,0.451422328
Costa Rica,Costa Rica,Fat,1988,0.505784558
Ivory Coast,C“te d'Ivoire,Fat,1988,0.475465867
Cuba,Cuba,Fat,1988,0.380478003
Cyprus,Cyprus,Fat,1988,0.571850149
Czech.,Czechoslovakia,Fat,1988,0.469412825
North Korea,Democratic People's Republic of Korea,Fat,1988,0.496543106
Denmark,Denmark,Fat,1988,0.589633849
Djibouti,Djibouti,Fat,1988,0.491640693
Dominica,Dominica,Fat,1988,0.472991831
Dom. Rep.,Dominican Republic,Fat,1988,0.582783929
Ecuador,Ecuador,Fat,1988,0.4828975
Egypt,Egypt,Fat,1988,0.51205705
El Salvador,El Salvador,Fat,1988,0.423149098
Ethiopia,Ethiopia PDR,Fat,1988,0.462547329
Fiji,Fiji,Fat,1988,0.458225193
Finland,Finland,Fat,1988,0.563949674
France,France,Fat,1988,0.623622249
Frch. Polyn.,French Polynesia,Fat,1988,0.596645884
Gabon,Gabon,Fat,1988,0.48733688
Gambia,Gambia,Fat,1988,0.466368452
Germany,Germany,Fat,1988,0.597741284
Ghana,Ghana,Fat,1988,0.495865762
Greece,Greece,Fat,1988,0.365725633
Grenada,Grenada,Fat,1988,0.463009295
Guatemala,Guatemala,Fat,1988,0.484320857
Guinea,Guinea,Fat,1988,0.468013651
Guinea-Biss.,Guinea-Bissau,Fat,1988,0.487247992
Guyana,Guyana,Fat,1988,0.378283044
Haiti,Haiti,Fat,1988,0.558877286
Honduras,Honduras,Fat,1988,0.420411439
Hungary,Hungary,Fat,1988,0.431807805
Iceland,Iceland,Fat,1988,0.5382719
India,India,Fat,1988,0.571209492
Indonesia,Indonesia,Fat,1988,0.531301762
Iran,Iran (Islamic Republic of),Fat,1988,0.486487708
Ireland,Ireland,Fat,1988,0.630290539
Israel,Israel,Fat,1988,0.572939336
Italy,Italy,Fat,1988,0.531441609
Jamaica,Jamaica,Fat,1988,0.521810737
Japan,Japan,Fat,1988,0.559929671
Jordan,Jordan,Fat,1988,0.550138866
Kenya,Kenya,Fat,1988,0.426499796
Kiribati,Kiribati,Fat,1988,0.297787567
Kuwait,Kuwait,Fat,1988,0.550322589
Laos,Lao People's Democratic Republic,Fat,1988,0.310278924
Lebanon,Lebanon,Fat,1988,0.596887864
Lesotho,Lesotho,Fat,1988,0.364621422
Liberia,Liberia,Fat,1988,0.430163587
Libya,Libya,Fat,1988,0.434996284
Madagascar,Madagascar,Fat,1988,0.428619789
Malawi,Malawi,Fat,1988,0.376511631
Malaysia,Malaysia,Fat,1988,0.494411265
Maldives,Maldives,Fat,1988,0.342745368
Mali,Mali,Fat,1988,0.405603238
Malta,Malta,Fat,1988,0.552216449
Mauritania,Mauritania,Fat,1988,0.540888512
Mauritius,Mauritius,Fat,1988,0.551433715
Mexico,Mexico,Fat,1988,0.594754923
Mongolia,Mongolia,Fat,1988,0.319503917
Morocco,Morocco,Fat,1988,0.538502049
Mozambique,Mozambique,Fat,1988,0.567729404
Myanmar,Myanmar,Fat,1988,0.427258736
Namibia,Namibia,Fat,1988,0.367289134
Nepal,Nepal,Fat,1988,0.528869573
Netherlands,Netherlands,Fat,1988,0.634175528
New Caledon.,New Caledonia,Fat,1988,0.634876413
New Zealand,New Zealand,Fat,1988,0.622156329
Nicaragua,Nicaragua,Fat,1988,0.489820864
Niger,Niger,Fat,1988,0.324035956
Nigeria,Nigeria,Fat,1988,0.455921399
Norway,Norway,Fat,1988,0.538258927
Pakistan,Pakistan,Fat,1988,0.548591351
Panama,Panama,Fat,1988,0.490372018
Paraguay,Paraguay,Fat,1988,0.609840487
Peru,Peru,Fat,1988,0.552975897
Philippines,Philippines,Fat,1988,0.455070038
Poland,Poland,Fat,1988,0.447183147
Portugal,Portugal,Fat,1988,0.551959333
South Korea,Republic of Korea,Fat,1988,0.554106975
Romania,Romania,Fat,1988,0.460197785
Rwanda,Rwanda,Fat,1988,0.380648381
St. Kitts,Saint Kitts and Nevis,Fat,1988,0.504606254
Saint Lucia,Saint Lucia,Fat,1988,0.414764406
St. Vincent,Saint Vincent and the Grenadines,Fat,1988,0.415466679
Samoa,Samoa,Fat,1988,0.280021321
Sao Tome,Sao Tome and Principe,Fat,1988,0.310774827
Saudi Arabia,Saudi Arabia,Fat,1988,0.480512677
Senegal,Senegal,Fat,1988,0.413531202
Seychelles,Seychelles,Fat,1988,0.574094532
Sierra Leone,Sierra Leone,Fat,1988,0.378669727
Solomon Isl.,Solomon Islands,Fat,1988,0.394562555
South Africa,South Africa,Fat,1988,0.513922383
Spain,Spain,Fat,1988,0.444349282
Sri Lanka,Sri Lanka,Fat,1988,0.317065851
Sudan,Sudan (former),Fat,1988,0.404093586
Suriname,Suriname,Fat,1988,0.548643454
Swaziland,Swaziland,Fat,1988,0.490548278
Sweden,Sweden,Fat,1988,0.606401326
Switzerland,Switzerland,Fat,1988,0.604317264
Syria,Syrian Arab Republic,Fat,1988,0.459079203
Thailand,Thailand,Fat,1988,0.52154549
Timor-Leste,Timor-Leste,Fat,1988,0.453737678
Togo,Togo,Fat,1988,0.558245584
Trin. & Tob.,Trinidad and Tobago,Fat,1988,0.537575042
Tunisia,Tunisia,Fat,1988,0.447139597
Turkey,Turkey,Fat,1988,0.502580871
Uganda,Uganda,Fat,1988,0.397280117
Un. Arab Em.,United Arab Emirates,Fat,1988,0.57317302
UK,United Kingdom,Fat,1988,0.625519847
Tanzania,United Republic of Tanzania,Fat,1988,0.510783007
USA,United States of America,Fat,1988,0.493446324
Uruguay,Uruguay,Fat,1988,0.477525105
USSR,USSR,Fat,1988,0.462987666
Vanuatu,Vanuatu,Fat,1988,0.356747524
Venezuela,Venezuela (Bolivarian Republic of),Fat,1988,0.549454888
Vietnam,Viet Nam,Fat,1988,0.354950708
Yemen,Yemen,Fat,1988,0.446687644
Yugoslavia,Yugoslav SFR,Fat,1988,0.537918724
Zambia,Zambia,Fat,1988,0.44014531
Zimbabwe,Zimbabwe,Fat,1988,0.504018301
Albania,Albania,Fat,1989,0.403646809
Algeria,Algeria,Fat,1989,0.442941009
Angola,Angola,Fat,1989,0.582823499
Ant. & Barb.,Antigua and Barbuda,Fat,1989,0.464130497
Argentina,Argentina,Fat,1989,0.472608006
Australia,Australia,Fat,1989,0.627735944
Austria,Austria,Fat,1989,0.54875984
Bahamas,Bahamas,Fat,1989,0.381975854
Bangladesh,Bangladesh,Fat,1989,0.488272534
Barbados,Barbados,Fat,1989,0.574113273
Belg-Lux,Belgium-Luxembourg,Fat,1989,0.69431426
Belize,Belize,Fat,1989,0.425651305
Benin,Benin,Fat,1989,0.477869408
Bermuda,Bermuda,Fat,1989,0.30419085
Bolivia,Bolivia (Plurinational State of),Fat,1989,0.485535686
Botswana,Botswana,Fat,1989,0.467683591
Brazil,Brazil,Fat,1989,0.449385674
Brunei Dar.,Brunei Darussalam,Fat,1989,0.568757535
Bulgaria,Bulgaria,Fat,1989,0.394804018
Burkina Faso,Burkina Faso,Fat,1989,0.407981735
Burundi,Burundi,Fat,1989,0.356127405
Cambodia,Cambodia,Fat,1989,0.304458004
Cameroon,Cameroon,Fat,1989,0.495920468
Canada,Canada,Fat,1989,0.514290861
Cape Verde,Cape Verde,Fat,1989,0.518277147
C. Af. Rep,Central African Republic,Fat,1989,0.401702182
Chad,Chad,Fat,1989,0.351063838
Chile,Chile,Fat,1989,0.50966771
China,China,Fat,1989,0.565859313
Colombia,Colombia,Fat,1989,0.542229381
Comoros,Comoros,Fat,1989,0.360467622
Congo,Congo,Fat,1989,0.466490288
Costa Rica,Costa Rica,Fat,1989,0.476887804
Ivory Coast,C“te d'Ivoire,Fat,1989,0.464302449
Cuba,Cuba,Fat,1989,0.383128975
Cyprus,Cyprus,Fat,1989,0.584498383
Czech.,Czechoslovakia,Fat,1989,0.469117666
North Korea,Democratic People's Republic of Korea,Fat,1989,0.498899993
Denmark,Denmark,Fat,1989,0.565872485
Djibouti,Djibouti,Fat,1989,0.478124396
Dominica,Dominica,Fat,1989,0.418602464
Dom. Rep.,Dominican Republic,Fat,1989,0.567866856
Ecuador,Ecuador,Fat,1989,0.45623169
Egypt,Egypt,Fat,1989,0.504641238
El Salvador,El Salvador,Fat,1989,0.440300347
Ethiopia,Ethiopia PDR,Fat,1989,0.447205777
Fiji,Fiji,Fat,1989,0.4921562
Finland,Finland,Fat,1989,0.473083461
France,France,Fat,1989,0.602501823
Frch. Polyn.,French Polynesia,Fat,1989,0.580260526
Gabon,Gabon,Fat,1989,0.477772093
Gambia,Gambia,Fat,1989,0.474253013
Germany,Germany,Fat,1989,0.631387881
Ghana,Ghana,Fat,1989,0.493074596
Greece,Greece,Fat,1989,0.371758139
Grenada,Grenada,Fat,1989,0.441017877
Guatemala,Guatemala,Fat,1989,0.486786345
Guinea,Guinea,Fat,1989,0.463599543
Guinea-Biss.,Guinea-Bissau,Fat,1989,0.471494815
Guyana,Guyana,Fat,1989,0.409045213
Haiti,Haiti,Fat,1989,0.550503318
Honduras,Honduras,Fat,1989,0.423179873
Hungary,Hungary,Fat,1989,0.424056268
Iceland,Iceland,Fat,1989,0.532825221
India,India,Fat,1989,0.558530212
Indonesia,Indonesia,Fat,1989,0.51852283
Iran,Iran (Islamic Republic of),Fat,1989,0.46339935
